26   9 + 17
26   10 + 16
26   11 + 15
26   12 + 14
26   13 + 13
26   14 + 12
26   15 + 11
26   16 + 10
26   17 + 9
26   18 + 8
26   19 + 7
26   20 + 6
26   21 + 5
26   22 + 4
26   23 + 3
26   24 + 2
26   25 + 1
26   26 + 0
27   1 + 26
27   2 + 25
27   3 + 24
27   4 + 23
27   5 + 22
27   6 + 21
27   7 + 20
27   8 + 19
27   9 + 18
27   10 + 17
27   11 + 16
27   12 + 15
27   13 + 14
27   14 + 13
27   15 + 12
27   16 + 11
27   17 + 10
27   18 + 9
27   19 + 8
27   20 + 7
27   21 + 6
27   22 + 5
27   23 + 4
27   24 + 3
27   25 + 2
27   26 + 1
27   27 + 0
28   1 + 27
28   2 + 26
28   3 + 25
28   4 + 24
28   5 + 23
28   6 + 22
28   7 + 21
28   8 + 20
28   9 + 19
28   10 + 18
28   11 + 17
28   12 + 16
28   13 + 15
28   14 + 14
28   15 + 13
28   16 + 12
28   17 + 11
28   18 + 10
28   19 + 9
28   20 + 8
28   21 + 7
28   22 + 6
28   23 + 5
28   24 + 4
28   25 + 3
28   26 + 2
28   27 + 1
28   28 + 0
29   1 + 28
29   2 + 27
29   3 + 26
29   4 + 25
29   5 + 24
29   6 + 23
29   7 + 22
29   8 + 21
29   9 + 20
29   10 + 19
29   11 + 18
29   12 + 17
29   13 + 16
29   14 + 15
29   15 + 14
29   16 + 13
29   17 + 12
29   18 + 11
29   19 + 10
29   20 + 9
29   21 + 8
29   22 + 7
29   23 + 6
29   24 + 5
29   25 + 4
29   26 + 3
29   27 + 2
29   28 + 1
29   29 + 0
30   1 + 29
30   2 + 28
30   3 + 27
30   4 + 26
30   5 + 25
30   6 + 24
30   7 + 23
30   8 + 22
30   9 + 21
30   10 + 20
30   11 + 19
30   12 + 18
30   13 + 17
30   14 + 16
30   15 + 15
30   16 + 14
30   17 + 13
30   18 + 12
30   19 + 11
30   20 + 10
30   21 + 9
30   22 + 8
30   23 + 7
30   24 + 6
30   25 + 5
30   26 + 4
30   27 + 3
30   28 + 2
30   29 + 1
30   30 + 0
